start,goal,stress_level,subject,trialID,timeInTrial,trialNumber,selected,blockedWall,isStressTrial,success,isBlockedTrial,isStressFirst,isFemale,speed,nodeDistance,trialType,nodePath,blockedNodePath,shortestPathLength,Efficiency,type
A1,F6,4,508,2,18.54651,2,F6,,True,1,False,True,False,0.7009405003960313,13.0,B,"['A1', 'A2', 'A3', 'A4', 'B4', 'C4', 'C5', 'C6', 'C7', 'D7', 'E7', 'E6', 'F6']",,11,0.1818181818181818,stress non-blocked
D1,F6,2,508,4,10.75085,3,F6,,True,1,False,True,False,1.1161908128194515,12.0,B,"['D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'D7', 'E7', 'E6', 'F6']",,8,0.5,stress non-blocked
B2,C6,2,508,5,8.485229,4,C6,,True,1,False,True,False,0.707111145733368,6.0,B,"['B2', 'C2', 'C3', 'C4', 'C5', 'C6']",,6,0.0,stress non-blocked
G2,C7,6,508,9,20.00208,5,No,F1North,True,0,True,True,False,0.849911609192644,17.0,C,"['G2', 'G1', 'F1', 'G1', 'G2', 'G3', 'F3', 'E3', 'E2', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']","['F1', 'G1', 'G2', 'G3', 'F3', 'E3', 'E2', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']",12,1.026188973063973,stress blocked
F6,A6,6,508,13,20.0011,6,No,E5West,True,0,True,True,False,0.9999450030248336,20.0,C,"['F6', 'E6', 'E5', 'E6', 'F6', 'G6', 'G5', 'G4', 'G3', 'G2', 'G1', 'F1', 'E1', 'D1', 'C1', 'C2', 'B2', 'A2', 'A3', 'A4']","['E5', 'E6', 'F6', 'G6', 'G5', 'G4', 'G3', 'G2', 'G1', 'F1', 'E1', 'D1', 'C1', 'C2', 'B2', 'A2', 'A3', 'A4']",8,1.026188973063973,stress blocked
D4,G2,4,508,6,17.66943,7,G2,,True,1,False,True,False,0.7923288979893524,14.0,B,"['D4', 'C4', 'C5', 'C6', 'C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'G5', 'G4', 'G3', 'G2']",,6,1.3333333333333333,stress non-blocked
C7,B2,5,508,11,20.01025,8,No,D7South,True,0,True,True,False,0.7995902100173661,16.0,C,"['C7', 'D7', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1']","['D7', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1']",8,1.026188973063973,stress blocked
A1,D4,4,508,12,11.87183,9,D4,B2South,True,1,True,True,False,0.7580971088703259,9.0,C,"['A1', 'A2', 'B2', 'A2', 'A3', 'A4', 'B4', 'C4', 'D4']","['B2', 'A2', 'A3', 'A4', 'B4', 'C4', 'D4']",7,0.0,stress blocked
G5,C7,4,508,7,13.77197,10,C7,,True,1,False,True,False,0.7987237846146921,11.0,B,"['G5', 'G4', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6', 'C7']",,7,0.5714285714285714,stress non-blocked
A6,G2,4,508,8,17.9696,11,G2,A3West,True,1,True,True,False,0.8347431217166771,15.0,C,"['A6', 'A5', 'A4', 'A3', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2']","['A3', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2']",10,0.2,stress blocked
E6,A1,4,508,3,16.91345,12,A1,,True,1,False,True,False,0.945992686294044,16.0,B,"['E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'F1', 'G1', 'F1', 'E1', 'D1', 'C1', 'C2', 'B2', 'A2', 'A1']",,10,0.6,stress non-blocked
F1,C7,2,508,16,11.39343,14,C7,,False,1,False,True,False,0.8776988141411322,10.0,A,"['F1', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7']",,10,0.0,control
C6,A1,2,508,18,11.90588,15,A1,,False,1,False,True,False,0.8399211146089159,10.0,A,"['C6', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,8,0.25,control
E6,D1,2,508,20,19.6134,16,D1,,False,1,False,True,False,0.968725463203728,19.0,A,"['E6', 'F6', 'G6', 'F6', 'E6', 'E7', 'D7', 'E7', 'E6', 'F6', 'G6', 'G5', 'G4', 'G3', 'G2', 'G1', 'F1', 'E1', 'D1']",,7,1.7142857142857142,control
D1,D4,2,508,22,12.87683,17,D4,,False,1,False,True,False,0.9319063775789538,12.0,A,"['D1', 'C1', 'C2', 'B2', 'A2', 'A3', 'A4', 'A5', 'A4', 'B4', 'C4', 'D4']",,6,1.0,control
D4,F1,2,508,23,22.43286,18,F1,,False,1,False,True,False,0.8023943447246583,18.0,A,"['D4', 'C4', 'C5', 'C6', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1', 'E1', 'F1']",,6,2.0,control
F6,B2,2,508,14,15.71436,19,B2,,False,1,False,True,False,0.8272688165474127,13.0,A,"['F6', 'E6', 'E7', 'E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'D1', 'C1', 'C2', 'B2']",,9,0.4444444444444444,control
G2,C6,2,508,19,10.87256,20,C6,,False,1,False,True,False,0.827771932277219,9.0,A,"['G2', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6']",,9,0.0,control
C6,F1,1,508,17,8.861694,21,F1,,False,1,False,True,False,1.0156071739782484,9.0,A,"['C6', 'C5', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1']",,9,0.0,control
B2,G5,2,508,15,12.94824,22,G5,,False,1,False,True,False,0.8495363076371769,11.0,A,"['B2', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5']",,11,0.0,control
A6,E6,1,508,24,12.10632,23,E6,,False,1,False,True,False,0.908616326018146,11.0,A,"['A6', 'A7', 'B7', 'C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'F6', 'E6']",,7,0.5714285714285714,control
G5,A6,1,508,25,12.74976,24,A6,,False,1,False,True,False,1.0980598850488166,14.0,A,"['G5', 'G4', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'B4', 'A4', 'A3', 'A4', 'A5', 'A6']",,10,0.4,control
C7,D1,1,508,21,12.01685,25,D1,,False,1,False,True,False,0.9985978022526704,12.0,A,"['C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1']",,8,0.5,control
F6,A6,5,510,13,12.43945,2,A6,E5West,True,1,True,True,False,0.8038940628403989,10.0,C,"['F6', 'E6', 'E5', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']","['E5', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",8,0.0,stress blocked
A1,F6,5,510,2,15.13611,3,F6,,True,1,False,True,False,0.8588732507890072,13.0,B,"['A1', 'A2', 'B2', 'C2', 'C3', 'C4', 'C5', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6']",,11,0.1818181818181818,stress non-blocked
E6,A1,4,510,3,12.80896,4,A1,,True,1,False,True,False,0.9368442090536624,12.0,B,"['E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,10,0.2,stress non-blocked
G5,C7,5,510,7,13.49463,5,C7,,True,1,False,True,False,0.815139059018291,11.0,B,"['G5', 'G4', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6', 'C7']",,7,0.5714285714285714,stress non-blocked
A6,G2,6,510,8,15.31348,6,G2,A3West,True,1,True,True,False,0.9795291468692944,15.0,C,"['A6', 'A5', 'A4', 'A3', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2']","['A3', 'A4', 'B4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2']",10,0.2,stress blocked
F1,E6,6,510,10,17.45776,7,E6,E2East,True,1,True,True,False,0.8592167609131984,15.0,C,"['F1', 'E1', 'E2', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C4', 'D4', 'E4', 'E5', 'E6']","['E2', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C4', 'D4', 'E4', 'E5', 'E6']",11,0.1818181818181818,stress blocked
D1,F6,6,510,4,13.40771,8,F6,,True,1,False,True,False,1.0441753289711666,14.0,B,"['D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C5', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6']",,8,0.75,stress non-blocked
D4,G2,4,510,6,11.74805,9,G2,,True,1,False,True,False,0.8512050936112803,10.0,B,"['D4', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2']",,6,0.6666666666666666,stress non-blocked
C7,B2,6,510,11,15.46399,10,B2,B7North,True,1,True,True,False,0.7113299995667354,11.0,C,"['C7', 'B7', 'C7', 'C6', 'C5', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2']","['B7', 'C7', 'C6', 'C5', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2']",8,0.25,stress blocked
G2,C7,6,510,9,18.28198,11,C7,F3North,True,1,True,True,False,1.0939734098822993,20.0,C,"['G2', 'G3', 'F3', 'G3', 'G2', 'G1', 'F1', 'E1', 'E2', 'E3', 'E4', 'D4', 'C4', 'B4', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7']","['F3', 'G3', 'G2', 'G1', 'F1', 'E1', 'E2', 'E3', 'E4', 'D4', 'C4', 'B4', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7']",10,0.8,stress blocked
B2,C6,5,510,5,13.39502,12,C6,,True,1,False,True,False,0.5972368835582179,8.0,B,"['B2', 'A2', 'A3', 'A4', 'B4', 'C4', 'C5', 'C6']",,6,0.3333333333333333,stress non-blocked
A1,D4,4,510,12,14.90137,13,D4,B4South,True,1,True,True,False,1.0066188545080084,15.0,C,"['A1', 'A2', 'A3', 'A4', 'B4', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7', 'C6', 'C5', 'C4', 'D4']","['B4', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7', 'C6', 'C5', 'C4', 'D4']",9,0.2222222222222222,stress blocked
F6,B2,4,510,14,17.15808,14,B2,,False,1,False,True,False,0.7576605307819988,13.0,A,"['F6', 'G6', 'F6', 'E6', 'E5', 'E4', 'D4', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2']",,9,0.4444444444444444,control
C6,A1,3,510,18,11.39575,15,A1,,False,1,False,True,False,0.8775201281179388,10.0,A,"['C6', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,8,0.25,control
E6,D1,2,510,20,15.99487,16,D1,,False,1,False,True,False,0.8127605913646062,13.0,A,"['E6', 'E5', 'E4', 'D4', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1']",,7,0.8571428571428571,control
F1,C7,1,510,16,10.43018,17,C7,,False,1,False,True,False,0.958756224724789,10.0,A,"['F1', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']",,10,0.0,control
D4,F1,1,510,23,6.796631,18,F1,,False,1,False,True,False,0.8827903118471491,6.0,A,"['D4', 'E4', 'E3', 'E2', 'E1', 'F1']",,6,0.0,control
B2,G5,1,510,15,11.46924,19,G5,,False,1,False,True,False,0.959087088595234,11.0,A,"['B2', 'C2', 'C3', 'C4', 'D4', 'E4', 'E3', 'F3', 'G3', 'G4', 'G5']",,11,0.0,control
C6,F1,1,510,17,11.85352,20,F1,,False,1,False,True,False,0.7592681330102788,9.0,A,"['C6', 'C5', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1']",,9,0.0,control
C7,D1,1,510,21,12.80444,21,D1,,False,1,False,True,False,0.9371749174505094,12.0,A,"['C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1']",,8,0.5,control
G5,A6,1,510,25,10.6001,22,A6,,False,1,False,True,False,0.9433873265346554,10.0,A,"['G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",,10,0.0,control
G2,C6,1,510,19,9.128662,23,C6,,False,1,False,True,False,0.985905711045058,9.0,A,"['G2', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6']",,9,0.0,control
D1,D4,1,510,22,7.622803,24,D4,,False,1,False,True,False,0.7871120373962176,6.0,A,"['D1', 'C1', 'C2', 'C3', 'C4', 'D4']",,6,0.0,control
A6,E6,1,510,24,11.06128,25,E6,,False,1,False,True,False,0.8136490532741238,9.0,A,"['A6', 'A5', 'A4', 'B4', 'C4', 'D4', 'E4', 'E5', 'E6']",,7,0.2857142857142857,control
C6,F1,2,511,17,15.91052,2,F1,,False,1,False,False,False,0.9427724549543322,15.0,A,"['C6', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1', 'E1', 'F1']",,9,0.6666666666666666,control
E6,D1,1,511,20,13.87231,3,D1,,False,1,False,False,False,0.6487744290604809,9.0,A,"['E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'F1', 'E1', 'D1']",,7,0.2857142857142857,control
G5,A6,2,511,25,16.09412,4,A6,,False,1,False,False,False,0.9941519014397804,16.0,A,"['G5', 'G4', 'G3', 'G2', 'G1', 'F1', 'E1', 'D1', 'C1', 'C2', 'B2', 'A2', 'A3', 'A4', 'A5', 'A6']",,10,0.6,control
B2,G5,1,511,15,11.23889,5,G5,,False,1,False,False,False,0.9787443421903764,11.0,A,"['B2', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5']",,11,0.0,control
F1,C7,1,511,16,12.50757,6,C7,,False,1,False,False,False,0.9594189758682142,12.0,A,"['F1', 'E1', 'D1', 'E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']",,10,0.2,control
C6,A1,1,511,18,10.6239,7,A1,,False,1,False,False,False,0.9412739201234952,10.0,A,"['C6', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,8,0.25,control
G2,C6,2,511,19,11.87317,8,C6,,False,1,False,False,False,0.9264585616141268,11.0,A,"['G2', 'G1', 'F1', 'E1', 'D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']",,9,0.2222222222222222,control
D1,D4,1,511,22,7.0896,9,D4,,False,1,False,False,False,0.8463100880162492,6.0,A,"['D1', 'C1', 'C2', 'C3', 'C4', 'D4']",,6,0.0,control
D4,F1,1,511,23,7.079956,10,F1,,False,1,False,False,False,0.8474628938371933,6.0,A,"['D4', 'E4', 'E3', 'E2', 'E1', 'F1']",,6,0.0,control
A6,E6,2,511,24,10.55774,11,E6,,False,1,False,False,False,0.7577379249725793,8.0,A,"['A6', 'A7', 'B7', 'C7', 'D7', 'E7', 'E6', 'F6']",,7,0.1428571428571428,control
F6,B2,2,511,14,21.25769,12,B2,,False,1,False,False,False,0.7997105988468173,17.0,A,"['F6', 'E6', 'E5', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7', 'C6', 'C5', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2']",,9,0.8888888888888888,control
C7,D1,1,511,21,11.53674,13,D1,,False,1,False,False,False,1.0401551911545202,12.0,A,"['C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1']",,8,0.5,control
E6,A1,2,511,3,12.34924,14,A1,,True,1,False,False,False,0.971719717164781,12.0,B,"['E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,10,0.2,stress non-blocked
A1,D4,4,511,12,10.62915,16,D4,A5East,True,1,True,False,False,0.8467281014944752,9.0,C,"['A1', 'A2', 'A3', 'A4', 'A5', 'A4', 'B4', 'C4', 'D4']","['A5', 'A4', 'B4', 'C4', 'D4']",5,0.0,stress blocked
F6,A6,4,511,13,15.64868,17,A6,G5West,True,1,True,False,False,0.7668378419138228,12.0,C,"['F6', 'G6', 'G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']","['G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",10,0.0,stress blocked
A1,F6,3,511,2,15.93823,18,F6,,True,1,False,False,False,1.0666178113880902,17.0,B,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7', 'C6', 'C5', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6']",,11,0.5454545454545454,stress non-blocked
D1,F6,3,511,4,13.36206,19,F6,,True,1,False,False,False,0.8980651187017571,12.0,B,"['D1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'D7', 'E7', 'E6', 'F6']",,8,0.5,stress non-blocked
G5,C7,2,511,7,8.071533,20,C7,,True,1,False,False,False,0.8672454167008918,7.0,B,"['G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7']",,7,0.0,stress non-blocked
B2,C6,3,511,5,15.70679,21,C6,,True,1,False,False,False,0.8913342573498468,14.0,B,"['B2', 'C2', 'C1', 'D1', 'E1', 'E2', 'E3', 'E4', 'E5', 'E4', 'D4', 'C4', 'C5', 'C6']",,6,1.3333333333333333,stress non-blocked
C7,B2,3,511,11,16.69531,23,B2,C6West,True,1,True,False,False,0.8984559136667724,15.0,C,"['C7', 'C6', 'C7', 'D7', 'E7', 'C7', 'D7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2']","['C6', 'C7', 'D7', 'E7', 'C7', 'D7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2']",10,0.4,stress blocked
D4,G2,2,511,6,9.865234,24,G2,,True,1,False,False,False,0.6081964198720476,6.0,B,"['D4', 'E4', 'E3', 'F3', 'G3', 'G2']",,6,0.0,stress non-blocked
G2,C7,3,511,9,15.12891,25,C7,F1North,True,1,True,False,False,0.9253806123507908,14.0,C,"['G2', 'G1', 'F1', 'G1', 'G2', 'G3', 'F3', 'E3', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']","['F1', 'G1', 'G2', 'G3', 'F3', 'E3', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']",12,0.0,stress blocked
C7,B2,2,512,11,10.38422,2,B2,,True,1,False,True,False,0.8666996654539292,9.0,B,"['C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'B2']",,7,0.2857142857142857,stress non-blocked
F6,A6,2,512,13,9.574341,3,A6,,True,1,False,True,False,0.8355666463101742,8.0,B,"['F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",,8,0.0,stress non-blocked
G5,C7,3,512,7,15.74182,4,C7,D4North,True,1,True,True,False,0.8258257304428586,13.0,C,"['G5', 'G4', 'G3', 'F3', 'E3', 'E4', 'D4', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']","['D4', 'E4', 'E5', 'E6', 'E7', 'D7', 'C7']",7,0.0,stress blocked
G2,C7,2,512,9,10.62659,5,C7,,True,1,False,True,False,0.941035647371358,10.0,B,"['G2', 'G3', 'G4', 'G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7']",,10,0.0,stress non-blocked
A1,F6,3,512,2,13.5271,6,F6,B2South,True,1,True,True,False,0.9610337766409652,13.0,C,"['A1', 'A2', 'B2', 'A2', 'A3', 'A4', 'B4', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6']","['B2', 'A2', 'A3', 'A4', 'B4', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6']",11,0.0,stress blocked
A6,G2,3,512,8,13.62463,8,G2,,True,1,False,True,False,0.9541543513475228,13.0,B,"['A6', 'A7', 'B7', 'C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'G5', 'G4', 'G3', 'G2']",,11,0.1818181818181818,stress non-blocked
B2,C6,3,512,5,13.64075,9,C6,C3East,True,1,True,True,False,1.0263365284166923,14.0,C,"['B2', 'C2', 'C3', 'C2', 'B2', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7', 'C6']","['C3', 'C2', 'B2', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B7', 'C7', 'C6']",10,0.2,stress blocked
D1,F6,2,512,4,12.45679,10,F6,E2East,True,1,True,True,False,0.9633300392797824,12.0,C,"['D1', 'E1', 'E2', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5', 'G6', 'F6']","['E2', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5', 'G6', 'F6']",10,0.0,stress blocked
E6,A1,2,512,3,15.43958,11,A1,E5West,True,1,True,True,False,0.906760417057977,14.0,C,"['E6', 'E5', 'E6', 'E7', 'D7', 'C7', 'C6', 'C5', 'C4', 'C3', 'C2', 'B2', 'A2', 'A1']","['E5', 'E6', 'E7', 'D7', 'C7', 'C6', 'C5', 'C4', 'C3', 'C2', 'B2', 'A2', 'A1']",13,0.0,stress blocked
F1,E6,1,512,10,10.12854,12,E6,,True,1,False,True,False,0.888578215616466,9.0,B,"['F1', 'G1', 'G2', 'G3', 'G4', 'G5', 'G6', 'F6', 'E6']",,7,0.2857142857142857,stress non-blocked
A1,D4,2,512,12,20.01575,13,No,,True,0,False,True,False,1.0991344316350873,22.0,B,"['A1', 'A2', 'B2', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",,7,1.026188973063973,stress non-blocked
B2,G5,1,512,15,11.37256,14,G5,,False,1,False,True,False,0.9672404454230182,11.0,A,"['B2', 'C2', 'C1', 'D1', 'E1', 'F1', 'G1', 'G2', 'G3', 'G4', 'G5']",,11,0.0,control
F6,B2,1,512,14,9.809448,15,B2,,False,1,False,True,False,0.9174828186050836,9.0,A,"['F6', 'E6', 'E5', 'E4', 'D4', 'C4', 'C3', 'C2', 'B2']",,9,0.0,control
C6,A1,1,512,18,10.58191,16,A1,,False,1,False,True,False,0.9450089823103768,10.0,A,"['C6', 'C7', 'C6', 'C5', 'C4', 'C3', 'C2', 'B2', 'A2', 'A1']",,8,0.25,control
E6,D1,1,512,20,8.717529,17,D1,,False,1,False,True,False,0.8029798352262435,7.0,A,"['E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'D1']",,7,0.0,control
G2,C6,1,512,19,9.884033,18,C6,,False,1,False,True,False,0.9105594851818078,9.0,A,"['G2', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6']",,9,0.0,control
C7,D1,1,512,21,11.61304,19,D1,,False,1,False,True,False,0.6888807754042008,8.0,A,"['C7', 'C6', 'C5', 'C4', 'C3', 'C2', 'C1', 'D1']",,8,0.0,control
D1,D4,2,512,22,12.05273,20,D4,,False,1,False,True,False,0.4978125287797868,6.0,A,"['D1', 'E1', 'E2', 'E3', 'E4', 'D4']",,6,0.0,control
G5,A6,1,512,25,10.34241,21,A6,,False,1,False,True,False,0.9668926294741748,10.0,A,"['G5', 'G6', 'F6', 'E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6']",,10,0.0,control
F1,C7,1,512,16,14.64575,22,C7,,False,1,False,True,False,0.8193503234726798,12.0,A,"['F1', 'E1', 'E2', 'E3', 'E4', 'D4', 'C4', 'B4', 'C4', 'C5', 'C6', 'C7']",,10,0.2,control
D4,F1,1,512,23,6.883057,23,F1,,False,1,False,True,False,0.8717056970471114,6.0,A,"['D4', 'E4', 'E3', 'E2', 'E1', 'F1']",,6,0.0,control
C6,F1,1,512,17,9.185059,24,F1,,False,1,False,True,False,0.9798521707917172,9.0,A,"['C6', 'C5', 'C4', 'D4', 'E4', 'E3', 'E2', 'E1', 'F1']",,9,0.0,control
A6,E6,1,512,24,7.62793,25,E6,,False,1,False,True,False,0.9176801570019651,7.0,A,"['A6', 'A7', 'B7', 'C7', 'D7', 'E7', 'E6']",,7,0.0,control
C6,A1,2,513,18,15.83661,2,A1,,False,1,False,False,False,1.136606887458869,18.0,A,"['C6', 'C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'F6', 'E6', 'E5', 'E4', 'D4', 'C4', 'B4', 'A4', 'A3', 'A2', 'A1']",,8,1.25,control
D1,D4,2,513,22,11.97156,3,D4,,False,1,False,False,False,1.1694382352842905,14.0,A,"['D1', 'E1', 'E2', 'E3', 'F3', 'G3', 'G4', 'G5', 'G6', 'F6', 'E6', 'E5', 'E4', 'D4']",,6,1.3333333333333333,control
D4,F1,1,513,23,5.098145,4,F1,,False,1,False,False,False,1.1768986562759594,6.0,A,"['D4', 'E4', 'E3', 'E2', 'E1', 'F1']",,6,0.0,control
G5,A6,2,513,25,10.78442,5,A6,,False,1,False,False,False,1.1127163074138433,12.0,A,"['G5', 'G4', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'B4', 'A4', 'A5', 'A6']",,10,0.2,control
B2,G5,1,513,15,8.263,6,G5,,False,1,False,False,False,1.331235628706281,11.0,A,"['B2', 'C2', 'C3', 'C4', 'D4', 'E4', 'E5', 'E6', 'F6', 'G6', 'G5']",,11,0.0,control
F6,B2,1,513,14,8.128723,7,B2,,False,1,False,False,False,1.3532260848352191,11.0,A,"['F6', 'E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'D1', 'C1', 'C2', 'B2']",,9,0.2222222222222222,control
C6,F1,1,513,17,6.940186,8,F1,,False,1,False,False,False,1.296795215574914,9.0,A,"['C6', 'C5', 'C4', 'C3', 'C2', 'C1', 'D1', 'E1', 'F1']",,9,0.0,control
G2,C6,1,513,19,7.752075,9,C6,,False,1,False,False,False,1.1609794796876969,9.0,A,"['G2', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6']",,9,0.0,control
C7,D1,4,513,21,23.12244,10,D1,,False,1,False,False,False,0.9514566801773516,22.0,A,"['C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'G5', 'G6', 'F6', 'E6', 'E5', 'E4', 'D4', 'C4', 'B4', 'A4', 'A3', 'A2', 'B2', 'C2', 'C1', 'D1']",,8,1.75,control
E6,D1,1,513,20,5.16394,11,D1,,False,1,False,False,False,1.355554092417805,7.0,A,"['E6', 'E5', 'E4', 'E3', 'E2', 'E1', 'D1']",,7,0.0,control
F1,C7,1,513,16,9.351563,12,C7,,False,1,False,False,False,1.2832079514408443,12.0,A,"['F1', 'G1', 'G2', 'G3', 'F3', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6', 'C7']",,10,0.2,control
A6,E6,2,513,24,9.407471,13,E6,,False,1,False,False,False,1.3818804224854906,13.0,A,"['A6', 'A7', 'B7', 'C7', 'D7', 'E7', 'E6', 'F6', 'G6', 'G5', 'G6', 'F6', 'E6']",,7,0.8571428571428571,control
E6,A1,5,513,3,9.728882,14,A1,,True,1,False,False,False,1.233440800289283,12.0,B,"['E6', 'E7', 'D7', 'C7', 'B7', 'A7', 'A6', 'A5', 'A4', 'A3', 'A2', 'A1']",,10,0.2,stress non-blocked
D1,F6,5,513,4,10.99475,15,F6,,True,1,False,False,False,1.2733350007958344,14.0,B,"['D1', 'E1', 'E2', 'E3', 'E4', 'D4', 'C4', 'C5', 'C6', 'C7', 'D7', 'E7', 'E6', 'F6']",,8,0.75,stress non-blocked
